States,Recovered,Death,Total Cases,Date,Latitude,Longitude,Active
Maharashtra,7088,1135,30706,2020-05-17,19.7515,75.7139,22483
Manipur,2,0,7,2020-05-17,24.6637,93.9063,5
Meghalaya,11,1,13,2020-05-17,25.467,91.3662,1
Mizoram,1,0,1,2020-05-17,23.1645,92.9376,0
Odisha,196,3,737,2020-05-17,20.9517,85.0985,538
Puducherry,9,1,13,2020-05-17,11.9416,79.8083,3
Punjab,1257,32,1946,2020-05-17,31.1471,75.3412,657
Rajasthan,2839,126,4960,2020-05-17,27.0238,74.2179,1995
Tamil Nadu,3538,74,10585,2020-05-17,11.1271,78.6569,6973
Telengana,971,34,1509,2020-05-17,18.1124,79.0193,504
Tripura,64,0,167,2020-05-17,23.9408,91.9882,103
Uttar Pradesh,2441,104,4258,2020-05-17,26.8467,80.9462,1713
Uttarakhand,51,1,88,2020-05-17,30.0668,79.0193,36
West Bengal,872,232,2576,2020-05-17,22.9868,87.855,1472
Andaman and Nicobar Islands,33,0,33,2020-05-18,11.7401,92.6586,0
Andhra Pradesh,1456,50,2407,2020-05-18,15.9129,79.74,901
Arunachal Pradesh,1,0,1,2020-05-18,28.218000000000004,94.7278,0
Assam,41,2,101,2020-05-18,26.2006,92.9376,58
Bihar,475,8,1262,2020-05-18,25.0961,85.3131,779
Chandigarh,51,3,191,2020-05-18,30.7333,76.7794,137
Chhattisgarh,59,0,86,2020-05-18,21.2787,81.8661,27
Dadar Nagar Haveli,0,0,1,2020-05-18,,,1
Delhi,4485,160,10054,2020-05-18,28.7041,77.1025,5409
Goa,7,0,29,2020-05-18,15.2993,74.124,22
Gujarat,4499,659,11379,2020-05-18,22.2587,71.1924,6221
Haryana,562,14,910,2020-05-18,29.0588,76.0856,334
Himachal Pradesh,44,3,80,2020-05-18,31.1048,77.1734,33
Jammu and Kashmir,575,13,1183,2020-05-18,33.7782,76.5762,595
Jharkhand,113,3,223,2020-05-18,23.6102,85.2799,107
Karnataka,509,37,1147,2020-05-18,15.3173,75.7139,601
Kerala,497,4,601,2020-05-18,10.8505,76.2711,100
Ladakh,24,0,43,2020-05-18,34.2996,78.2932,19
Madhya Pradesh,2403,248,4977,2020-05-18,22.9734,78.6569,2326
Maharashtra,7688,1198,33053,2020-05-18,19.7515,75.7139,24167
Manipur,2,0,7,2020-05-18,24.6637,93.9063,5
Meghalaya,11,1,13,2020-05-18,25.467,91.3662,1
Mizoram,1,0,1,2020-05-18,23.1645,92.9376,0
Odisha,220,4,828,2020-05-18,20.9517,85.0985,604
Puducherry,9,1,13,2020-05-18,11.9416,79.8083,3
Punjab,1366,35,1964,2020-05-18,31.1471,75.3412,563
Rajasthan,2992,131,5202,2020-05-18,27.0238,74.2179,2079
Tamil Nadu,4172,78,11224,2020-05-18,11.1271,78.6569,6974
Telengana,992,34,1551,2020-05-18,18.1124,79.0193,525
Tripura,85,0,167,2020-05-18,23.9408,91.9882,82
Uttar Pradesh,2441,104,4259,2020-05-18,26.8467,80.9462,1714
Uttarakhand,52,1,92,2020-05-18,30.0668,79.0193,39
West Bengal,959,238,2677,2020-05-18,22.9868,87.855,1480
Andaman and Nicobar Islands,33,0,33,2020-05-19,11.7401,92.6586,0
Andhra Pradesh,1552,50,2474,2020-05-19,15.9129,79.74,872
Arunachal Pradesh,1,0,1,2020-05-19,28.218000000000004,94.7278,0
Assam,41,2,107,2020-05-19,26.2006,92.9376,64
Bihar,494,9,1391,2020-05-19,25.0961,85.3131,888
Chandigarh,54,3,196,2020-05-19,30.7333,76.7794,139
Chhattisgarh,59,0,93,2020-05-19,21.2787,81.8661,34
Dadar Nagar Haveli,0,0,1,2020-05-19,,,1
Delhi,4485,168,10054,2020-05-19,28.7041,77.1025,5401
Goa,7,0,38,2020-05-19,15.2993,74.124,31
Gujarat,4804,694,11745,2020-05-19,22.2587,71.1924,6247
Haryana,598,14,928,2020-05-19,29.0588,76.0856,316
Himachal Pradesh,44,3,90,2020-05-19,31.1048,77.1734,43
Jammu and Kashmir,609,15,1289,2020-05-19,33.7782,76.5762,665
Jharkhand,113,3,223,2020-05-19,23.6102,85.2799,107
Karnataka,530,37,1246,2020-05-19,15.3173,75.7139,679
Kerala,497,4,630,2020-05-19,10.8505,76.2711,129
Ladakh,41,0,43,2020-05-19,34.2996,78.2932,2
Madhya Pradesh,2435,252,5236,2020-05-19,22.9734,78.6569,2549
Maharashtra,8437,1249,35058,2020-05-19,19.7515,75.7139,25372
Manipur,2,0,7,2020-05-19,24.6637,93.9063,5
Meghalaya,11,1,13,2020-05-19,25.467,91.3662,1
Mizoram,1,0,1,2020-05-19,23.1645,92.9376,0
Odisha,220,4,876,2020-05-19,20.9517,85.0985,652
Puducherry,9,1,18,2020-05-19,11.9416,79.8083,8
Punjab,1547,37,1980,2020-05-19,31.1471,75.3412,396
Rajasthan,3218,138,5507,2020-05-19,27.0238,74.2179,2151
Tamil Nadu,4406,81,11760,2020-05-19,11.1271,78.6569,7273
Telengana,1000,35,1597,2020-05-19,18.1124,79.0193,562
Tripura,85,0,167,2020-05-19,23.9408,91.9882,82
Uttar Pradesh,2783,118,4605,2020-05-19,26.8467,80.9462,1704
Uttarakhand,52,1,93,2020-05-19,30.0668,79.0193,40
West Bengal,1006,244,2825,2020-05-19,22.9868,87.855,1575
Andaman and Nicobar Islands,33,0,33,2020-05-20,11.7401,92.6586,0
Andhra Pradesh,1621,52,2532,2020-05-20,15.9129,79.74,859
Arunachal Pradesh,1,0,1,2020-05-20,28.218000000000004,94.7278,0
Assam,41,4,142,2020-05-20,26.2006,92.9376,97
Bihar,534,9,1498,2020-05-20,25.0961,85.3131,955
Chandigarh,57,3,200,2020-05-20,30.7333,76.7794,140
Chhattisgarh,59,0,101,2020-05-20,21.2787,81.8661,42
Dadar Nagar Haveli,0,0,1,2020-05-20,,,1
Delhi,4750,168,10554,2020-05-20,28.7041,77.1025,5636
Goa,7,0,46,2020-05-20,15.2993,74.124,39
Gujarat,5043,719,12140,2020-05-20,22.2587,71.1924,6378
Haryana,627,14,964,2020-05-20,29.0588,76.0856,323
Himachal Pradesh,47,3,92,2020-05-20,31.1048,77.1734,42
Jammu and Kashmir,653,17,1317,2020-05-20,33.7782,76.5762,647
Jharkhand,127,3,231,2020-05-20,23.6102,85.2799,101
Karnataka,544,40,1397,2020-05-20,15.3173,75.7139,813
Kerala,497,4,642,2020-05-20,10.8505,76.2711,141
Ladakh,43,0,43,2020-05-20,34.2996,78.2932,0
Madhya Pradesh,2630,258,5465,2020-05-20,22.9734,78.6569,2577
Maharashtra,9639,1325,37136,2020-05-20,19.7515,75.7139,26172
Manipur,2,0,9,2020-05-20,24.6637,93.9063,7
Meghalaya,12,1,13,2020-05-20,25.467,91.3662,0
Mizoram,1,0,1,2020-05-20,23.1645,92.9376,0
Odisha,277,5,978,2020-05-20,20.9517,85.0985,696
Puducherry,9,1,18,2020-05-20,11.9416,79.8083,8
Punjab,1642,38,2002,2020-05-20,31.1471,75.3412,322
Rajasthan,3337,143,5845,2020-05-20,27.0238,74.2179,2365
Tamil Nadu,4895,84,12448,2020-05-20,11.1271,78.6569,7469
Telengana,1010,38,1634,2020-05-20,18.1124,79.0193,586
Tripura,116,0,173,2020-05-20,23.9408,91.9882,57
Uttar Pradesh,2918,123,4926,2020-05-20,26.8467,80.9462,1885
Uttarakhand,52,1,111,2020-05-20,30.0668,79.0193,58
West Bengal,1074,250,2961,2020-05-20,22.9868,87.855,1637
Andaman and Nicobar Islands,33,0,33,2020-05-21,11.7401,92.6586,0
Andhra Pradesh,1640,53,2602,2020-05-21,15.9129,79.74,909
Arunachal Pradesh,1,0,1,2020-05-21,28.218000000000004,94.7278,0
Assam,48,4,170,2020-05-21,26.2006,92.9376,118
Bihar,571,10,1674,2020-05-21,25.0961,85.3131,1093
Chandigarh,57,3,202,2020-05-21,30.7333,76.7794,142
Chhattisgarh,59,0,115,2020-05-21,21.2787,81.8661,56
Dadar Nagar Haveli,0,0,1,2020-05-21,,,1
Delhi,5192,176,11088,2020-05-21,28.7041,77.1025,5720
Goa,7,0,50,2020-05-21,15.2993,74.124,43
Gujarat,5219,749,12537,2020-05-21,22.2587,71.1924,6569
Haryana,648,14,993,2020-05-21,29.0588,76.0856,331
Himachal Pradesh,54,3,110,2020-05-21,31.1048,77.1734,53
Jammu and Kashmir,678,18,1390,2020-05-21,33.7782,76.5762,694
Jharkhand,127,3,231,2020-05-21,23.6102,85.2799,101
Karnataka,556,41,1462,2020-05-21,15.3173,75.7139,865
Kerala,502,4,666,2020-05-21,10.8505,76.2711,160
Ladakh,43,0,44,2020-05-21,34.2996,78.2932,1
Madhya Pradesh,2733,267,5735,2020-05-21,22.9734,78.6569,2735
Maharashtra,10318,1390,39297,2020-05-21,19.7515,75.7139,27589
Manipur,2,0,25,2020-05-21,24.6637,93.9063,23
Meghalaya,12,1,14,2020-05-21,25.467,91.3662,1
Mizoram,1,0,1,2020-05-21,23.1645,92.9376,0
Odisha,307,6,1052,2020-05-21,20.9517,85.0985,739
Puducherry,9,0,18,2020-05-21,11.9416,79.8083,9
Punjab,1794,38,2005,2020-05-21,31.1471,75.3412,173
Rajasthan,3404,147,6015,2020-05-21,27.0238,74.2179,2464
Tamil Nadu,5882,87,13191,2020-05-21,11.1271,78.6569,7222
Telengana,1015,40,1661,2020-05-21,18.1124,79.0193,606
Tripura,133,0,173,2020-05-21,23.9408,91.9882,40
Uttar Pradesh,3066,127,5175,2020-05-21,26.8467,80.9462,1982
Uttarakhand,53,1,122,2020-05-21,30.0668,79.0193,68
West Bengal,1136,253,3103,2020-05-21,22.9868,87.855,1714
Andaman and Nicobar Islands,33,0,33,2020-05-22,11.7401,92.6586,0
