Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender
V Pattabhi,IND,0,10th Pass,0,,RAJAMPET,0,0.0,M
Rammohannaidu Kinjarapu,TDP,0,Post Graduate,27,84173423,SRIKAKULAM,0,0.0,M
Boddepalli Raja Rao,BSP,0,10th Pass,47,4877532,SRIKAKULAM,0,0.0,M
Jaidev Injarapu,AAP,0,Post Graduate,41,680000,SRIKAKULAM,0,0.0,M
Kadiyam Jayalakshmi,Pyramid Party of India,0,Graduate,32,510000,SRIKAKULAM,0,0.0,M
Killi Krupa Rani,INC,0,Graduate Professional,52,34705308,SRIKAKULAM,556693,0.0,M
Kinjarapu Tejeswara Rao,IND,0,Post Graduate,31,640000,SRIKAKULAM,0,0.0,M
Paidi Raja Rao,Jai Samaikyandhra Party,0,Graduate,40,14090000,SRIKAKULAM,1455000,0.0,M
Shanthi Reddy,Yuvajana Sramika Rythu Congress Party,0,12th Pass,45,79140770,SRIKAKULAM,0,0.0,M
Tota Tejeswara Rao,IND,0,Graduate Professional,36,106000,SRIKAKULAM,0,0.0,M
Vasudeva Rao Boddu,CPI(ML)L,0,5th Pass,41,30000,SRIKAKULAM,0,0.0,M
Varaprasad Rao Velagapalli,Yuvajana Sramika Rythu Congress Party,0,Doctorate,61,129128388,TIRUPATI,3132962,0.0,M
Chinta Mohan,INC,0,Graduate Professional,59,11433300,TIRUPATI,2242572,0.0,M
Degala Surya Narayana,Pyramid Party of India,0,Others,39,80000,TIRUPATI,0,0.0,M
"Dr. U Ramachandra, M.B.B.S",BSP,1,Graduate Professional,43,19006100,TIRUPATI,3000000,0.0,M
Jayaram Karumanchi,BJP,0,12th Pass,54,696322,TIRUPATI,0,0.0,M
Kalavapalli Sahadevaiah,IND,0,Graduate Professional,46,5440036,TIRUPATI,657242,0.0,M
Karatapu Subbaiah Munirathnam,IND,0,Graduate,60,2916762,TIRUPATI,500000,0.0,M
Kattamanchi Prabhakar,IND,0,Post Graduate,46,194845,TIRUPATI,700000,0.0,M
Kothapalli Subramanyam,CPI(M),0,Graduate Professional,45,1426110,TIRUPATI,0,0.0,M
Manapati Solmon,Andhra Rastra Praja Samithi,0,Graduate Professional,60,6244000,TIRUPATI,75000,0.0,M
Neerugutta Nageswara,AAP,1,Graduate,26,264920,TIRUPATI,120000,0.0,M
Nune Vengaiah,IND,0,Graduate,56,6766231,TIRUPATI,99000,0.0,M
Songa Ratnamma,IND,0,10th Pass,54,,TIRUPATI,0,0.0,M
Srinivas Kesineni,TDP,3,10th Pass,48,1284122669,VIJAYAWADA,715462989,0.0,M
Altaf Ali Mohammad,IND,0,5th Pass,36,40737,VIJAYAWADA,0,0.0,M
Avinash Devineni,INC,0,Post Graduate,26,228035761,VIJAYAWADA,6541922,0.0,M
Bolisetty Hari Babu,IND,0,Illiterate,55,22785000,VIJAYAWADA,2700000,0.0,M
Chatragadda Pratap,IND,0,12th Pass,25,1978000,VIJAYAWADA,292000,0.0,M
Dasari Venkata Nagesh,IND,0,Graduate Professional,50,4290000,VIJAYAWADA,0,0.0,M
Gundapaneni Raja Kumari,Pyramid Party of India,0,Post Graduate,54,610000,VIJAYAWADA,0,0.0,M
Harmohinder Singh Sahni,AAP,0,12th Pass,62,24499496,VIJAYAWADA,2007546,0.0,M
Ishwarya Lakshmi Chinnam,Jai Samaikyandhra Party,0,Post Graduate,35,22247950,VIJAYAWADA,0,0.0,M
Kambala Subrahmanyam,Welfare Party Of India,0,Graduate,39,1290000,VIJAYAWADA,0,0.0,M
Phani Prakash M,IND,0,Others,61,487441,VIJAYAWADA,182900,0.0,M
Pusala Venkata Krishnaiah,IND,0,Post Graduate,56,4930000,VIJAYAWADA,0,0.0,M
Rajendra Prasad Koneru,IND,0,8th Pass,42,50000,VIJAYAWADA,0,0.0,M
Rajendra Prasad Koneru,Yuvajana Sramika Rythu Congress Party,1,Graduate,63,1377963388,VIJAYAWADA,35822311,0.0,M
Ramachandra Prasad Koneru,IND,0,5th Pass,42,75000,VIJAYAWADA,0,0.0,M
Ramalingeswara Rao Chigurupati,BSP,1,Others,37,225000,VIJAYAWADA,0,0.0,M
Sarat Babu Surapaneni,IND,0,Illiterate,64,2077981,VIJAYAWADA,0,0.0,M
Srinivasa Rao Tatineni,IND,0,8th Pass,55,810000,VIJAYAWADA,0,0.0,M
V.Radha Krishna Murthy,IND,0,Post Graduate,72,12711000,VIJAYAWADA,100000,0.0,M
Yaram Katam Raju,IND,0,Illiterate,52,180047712,VIJAYAWADA,0,0.0,M
Dr. Kambhampati Hari Babu,BJP,0,Doctorate,60,90103580,VISAKHAPATNAM,1854856,0.0,M
Ayala Somayajula Bhavani Sankar Sastry,Indian Christian Secular Party,1,Post Graduate,49,5882782,VISAKHAPATNAM,1291243,0.0,M
Bolisetti Satyanarayana,INC,0,Graduate,57,166746916,VISAKHAPATNAM,368001,0.0,M
Brahma Swaroop Kasibhatta,IND,0,Graduate Professional,48,25254386,VISAKHAPATNAM,2268000,0.0,M
Budda Chandra Sekhar,IND,0,Post Graduate,36,6370000,VISAKHAPATNAM,0,0.0,M
Dadi Jyothi Bhavani,Pyramid Party of India,0,10th Pass,43,380000,VISAKHAPATNAM,0,0.0,M
Durga Prasad Guntu,IND,0,Graduate,45,2587000,VISAKHAPATNAM,200000,0.0,M
Gedela Krishna Rao,IND,0,Post Graduate,60,658118000,VISAKHAPATNAM,0,0.0,M
Imandi Venkata Kurmarao,BSP,0,Graduate Professional,43,4032000,VISAKHAPATNAM,400000,0.0,M
Jampana Padmaja,IND,0,Post Graduate,34,999416,VISAKHAPATNAM,145000,0.0,M
Jolla Taraka Rama Rao,Samaikyandhra Parirakshana Samithi,2,10th Pass,43,235000,VISAKHAPATNAM,0,0.0,M
Kuna Ramam,AAP,0,Post Graduate,51,29512350,VISAKHAPATNAM,480000,0.0,M
Kutikuppala Surya Rao,IND,0,Doctorate,60,53726000,VISAKHAPATNAM,700000,0.0,M
Ronanki Chalapathi Rao,IND,0,10th Pass,60,4736953,VISAKHAPATNAM,266000,0.0,M
Sabbam Hari,Jai Samaikyandhra Party,0,12th Pass,60,108270254,VISAKHAPATNAM,824380,0.0,M
Satyanarayan Patnaik Kurada,IND,0,12th Pass,50,60529,VISAKHAPATNAM,0,0.0,M
Seemakurthi Srinivasa Rao,IND,0,10th Pass,41,4115000,VISAKHAPATNAM,0,0.0,M
Surapureddy Nagendra Sairam,IND,0,Post Graduate,27,49000,VISAKHAPATNAM,0,0.0,M
Tanuku Divakar,IND,0,Post Graduate,46,1152000,VISAKHAPATNAM,700000,0.0,M
Uma Maheswara Rao Areti,IND,0,Post Graduate,33,248000,VISAKHAPATNAM,0,0.0,M
Vijayamma Yaduguri Sandinti,Yuvajana Sramika Rythu Congress Party,0,10th Pass,58,21939132,VISAKHAPATNAM,0,0.0,M
Yammanuru Venkata Sreenadh Reddy,IND,0,Others,39,25520000,VISAKHAPATNAM,0,0.0,M
Ashok Gajapathi Raju Pusapati,TDP,0,10th Pass,62,39754644,VIZIANAGARAM,0,0.0,M
Bonu Krishna,BSP,1,12th Pass,50,485000,VIZIANAGARAM,0,0.0,M
Hari Kishan Kuppili,IND,0,Doctorate,37,860000,VIZIANAGARAM,0,0.0,M
Jhansi Lakshmi Botcha,INC,0,Doctorate,50,54824574,VIZIANAGARAM,8849835,0.0,M
Naru Simhadri Naidu,AAP,0,Post Graduate,58,2252790,VIZIANAGARAM,50000,0.0,M
Prasada Rao Nanda,Pyramid Party of India,0,Post Graduate,42,1281000,VIZIANAGARAM,0,0.0,M
Tadivaka Ramesh Naidu,Jai Samaikyandhra Party,0,Graduate,44,9100000,VIZIANAGARAM,2700000,0.0,M
Venkata Swetha Chalapathi Kumara Krishna Rangarao Ravu,Yuvajana Sramika Rythu Congress Party,0,12th Pass,33,138515567,VIZIANAGARAM,16135804,0.0,M
Yella Rao Siyyadula,IND,0,12th Pass,33,65000,VIZIANAGARAM,0,0.0,M
Ninong Ering,INC,0,Graduate,55,88065000,ARUNACHAL EAST,0,0.0,M
Tapir Gao,BJP,0,Post Graduate,50,82370000,ARUNACHAL EAST,300000,0.0,M
Wangman Lowangcha,PPA,0,Graduate,54,46162501,ARUNACHAL EAST,0,0.0,M
Kiren Rijiju,BJP,0,Graduate Professional,42,12539868,ARUNACHAL WEST,475000,0.0,M
Gicho Kabak,NCP,0,10th Pass,49,400000,ARUNACHAL WEST,0,0.0,M
Gumjum Haider,AITC,0,Graduate,36,8808016,ARUNACHAL WEST,0,0.0,M
Habung Payeng,AAP,0,Post Graduate,56,14587055,ARUNACHAL WEST,0,0.0,M
Jalley Sonam,PPA,0,10th Pass,33,4680000,ARUNACHAL WEST,0,0.0,M
Subu Kechi,IND,1,Graduate Professional,40,785000,ARUNACHAL WEST,0,0.0,M
Taba Taku,Lok Bharati,0,Graduate,34,6200000,ARUNACHAL WEST,0,0.0,M
Takam Sanjoy,INC,0,Graduate,47,105915042,ARUNACHAL WEST,0,0.0,M
Biren Singh Engti,INC,0,Post Graduate,74,35367390,AUTONOMOUS DISTRICT,0,0.0,M
Ashweng J. Rengma,JMM,0,10th Pass,56,960000,AUTONOMOUS DISTRICT,0,0.0,M
Chomang Kro,IND,0,Graduate,48,4122196,AUTONOMOUS DISTRICT,0,0.0,M
Joy Ram Engleng,BJP,0,10th Pass,54,22032158,AUTONOMOUS DISTRICT,5096806,0.0,M
Pratima Engheepi,CPI(ML)L,0,Graduate,39,469165,AUTONOMOUS DISTRICT,365000,0.0,M
Siraj Uddin Ajmal,AIUDF,0,Graduate,57,670806607,BARPETA,0,0.0,M
Abul Awal,SP,0,12th Pass,42,1224844,BARPETA,379980,0.0,M
Barun Karmakar,IND,0,12th Pass,36,713000,BARPETA,0,0.0,M
Bhadreswar Barman,IND,0,12th Pass,40,251000,BARPETA,0,0.0,M
Dr. Pervez Ali Ahmed,AITC,0,Graduate Professional,65,327895738,BARPETA,1163236,0.0,M
Entaz Ali,Lok Bharati,0,8th Pass,51,1200000,BARPETA,0,0.0,M
Gautam Kumar Sarma,IND,0,Post Graduate,51,5276151,BARPETA,600000,0.0,M
Ismail Hussain,INC,0,Post Graduate,60,18415063,BARPETA,0,0.0,M
Kamal Uddin,IND,0,Literate,66,152836,BARPETA,0,0.0,M
Khurshida Anowara Begum,SUCI(C),0,Post Graduate,62,4918640,BARPETA,369608,0.0,M
Md. Dilir Khan,IND,0,Graduate,45,187306,BARPETA,0,0.0,M
Phani Bhusan Choudhury,AGP,0,Graduate,62,9374499,BARPETA,67240,0.0,M
Samsul Hoque,IND,0,8th Pass,53,732000,BARPETA,0,0.0,M
Shri Chandra Mohan Patowari,BJP,0,Post Graduate,56,12110465,BARPETA,1977898,0.0,M
Uddhab Barman,CPI(M),0,Graduate Professional,70,318400,BARPETA,0,0.0,M
Badruddin Ajmal,AIUDF,1,Post Graduate,50,432748134,DHUBRI,0,0.0,M
Ali Hussain,IND,0,Graduate,36,114136,DHUBRI,0,0.0,M
Anowar Hussain,AGP,0,Graduate,45,828710,DHUBRI,0,0.0,M
Azmal Hussain,AAP,0,12th Pass,53,14635426,DHUBRI,0,0.0,M
Dr. Debomoy Sanyal,BJP,0,Post Graduate,55,18136679,DHUBRI,150000,0.0,M
Kashem Ali Akonda,IND,0,12th Pass,30,7590000,DHUBRI,2150000,0.0,M
Kasir Uddin Sk.,IUML,0,12th Pass,63,2746500,DHUBRI,16000,0.0,M
Mohar Uddin Mondal,IND,0,Graduate Professional,44,4332581,DHUBRI,9000,0.0,M
Mohendra Chandra Roy,IND,0,8th Pass,43,161205,DHUBRI,0,0.0,M
Monirul Hussain,IND,0,12th Pass,30,453385,DHUBRI,0,0.0,M
Ram Ekbal Shahani,IND,0,5th Pass,62,2755078,DHUBRI,0,0.0,M
Surat Jaman Mondal,SUCI(C),0,Others,60,328926,DHUBRI,7471,0.0,M
Wazed Ali Choudhury,INC,0,Graduate,52,23983914,DHUBRI,6220000,0.0,M
Yousub Ali Ahmed,SP,0,12th Pass,66,6469882,DHUBRI,80000,0.0,M
Zesmina Khatun,AITC,0,12th Pass,26,390500,DHUBRI,0,0.0,M
Rameshwar Teli,BJP,0,10th Pass,43,977943,DIBRUGARH,0,0.0,M
Anup Phukon,AGP,0,Post Graduate,56,4737100,DIBRUGARH,3549764,0.0,M
Cheni Ram Moran,AIFB,0,10th Pass,48,824337,DIBRUGARH,0,0.0,M
Navajyoti Kalita,AITC,0,10th Pass,36,25004000,DIBRUGARH,32650000,0.0,M
Paban Singh Ghatowar,INC,0,Graduate,62,49229437,DIBRUGARH,2547986,0.0,M
Subhas Sen,CPI(ML)L,0,12th Pass,64,7032268,DIBRUGARH,0,0.0,M
Smt. Bijoya Chakraborty,BJP,0,Post Graduate,75,12574493,GAUHATI,0,0.0,M
Ajad Ali,IND,0,Others,43,1271997,GAUHATI,536237,0.0,M
Anil Bhagawati,IND,2,Doctorate,40,4619004,GAUHATI,229300,0.0,M
Bandana Barman Baruah,SP,0,Graduate,30,2087486,GAUHATI,0,0.0,M
Benedict Alok Areng,IND,1,10th Pass,68,565000,GAUHATI,20000,0.0,M
Birendra Prasad Baishya,AGP,0,Post Graduate,57,15564483,GAUHATI,1790999,0.0,M
Faruk Aahammed Bhuyan,IND,1,Doctorate,40,875500,GAUHATI,300000,0.0,M
Gopi Baruah,Lok Bharati,0,8th Pass,44,670004,GAUHATI,0,0.0,M
Gopi Nath Das,AIUDF,0,Graduate,53,11382580,GAUHATI,0,0.0,M
Kazi Nekib Ahmed,Regional Democratic Secular Congress,0,Graduate,55,16650020,GAUHATI,0,0.0,M
Khargeswar Das,IND,0,8th Pass,43,550800,GAUHATI,0,0.0,M
Md. Zakir Hussain,IND,0,12th Pass,47,1823905,GAUHATI,0,0.0,M
Pradip Kalita,IND,0,12th Pass,45,3600000,GAUHATI,0,0.0,M
Pranjal Bordoloy,AAP,0,Graduate,43,8726568,GAUHATI,7111191,0.0,M
Shri Manash Borah,INC,0,Graduate Professional,33,44721819,GAUHATI,19121889,0.0,M
Sri Biju Phukan,AITC,0,Graduate,66,685000,GAUHATI,0,0.0,M
Sri Dhiraj Medhi,IND,0,10th Pass,40,23640000,GAUHATI,120000,0.0,M
Sri Padmeshwar Phukan,IND,0,10th Pass,56,7324771,GAUHATI,0,0.0,M
Kamakhya Prasad Tasa,BJP,0,Post Graduate,38,1694785,JORHAT,0,0.0,M
Bijoy Krishna Handique,INC,0,Post Graduate,82,43378685,JORHAT,0,0.0,M
Drupad Borgohain,CPI,0,Graduate,68,1479690,JORHAT,0,0.0,M
Gunin Basumatari,SP,0,Graduate Professional,62,10322068,JORHAT,217200,0.0,M
Horen Borgohain,AIFB,0,Post Graduate,37,3260000,JORHAT,800,0.0,M
Manorom Gogoi,AAP,0,Post Graduate,44,6659665,JORHAT,1647593,0.0,M
Nasir Ahmed,AIUDF,0,Graduate,52,1830000,JORHAT,0,0.0,M
Prodip Hazarika,AGP,0,Post Graduate,61,6989852,JORHAT,650000,0.0,M
Rajkumar Dowarah,IND,0,Graduate,43,487600,JORHAT,0,0.0,M
Ribulaya Gogoi,AITC,0,10th Pass,32,1383171,JORHAT,0,0.0,M
Gourav Gogoi,INC,0,Post Graduate,31,5473199,KALIABOR,1042133,0.0,M
Arup Kumar Mahanta,CPI(ML)L,0,Graduate,43,458613,KALIABOR,0,0.0,M
Bijoy Kr. Tiru,AIUDF,0,Graduate,63,5238298,KALIABOR,0,0.0,M
Binod Gogoi,IND,0,Graduate,43,3600000,KALIABOR,0,0.0,M
Dr. Arun Kr. Sarmah,AGP,0,Doctorate,57,19515691,KALIABOR,4850186,0.0,M
Jinti Gogoi,AAP,0,Graduate,39,42000,KALIABOR,0,0.0,M
Jiten Gogoi,IND,1,8th Pass,52,14407099,KALIABOR,2700000,0.0,M
Mantu Saikia,IND,0,10th Pass,34,5575521,KALIABOR,6168003,0.0,M
Mithual Kumar,AIFB,0,8th Pass,41,1630000,KALIABOR,0,0.0,M
Mrinal Kumar Saikia,BJP,0,Post Graduate,46,3360000,KALIABOR,50000,0.0,M
Rahmat Ullah,IND,0,Graduate Professional,30,255300,KALIABOR,0,0.0,M
Sahaba Ahmed,IND,0,Graduate Professional,39,10104000,KALIABOR,0,0.0,M
Samsul Alam,AITC,0,Graduate,32,605000,KALIABOR,0,0.0,M
Radheshyam Biswas,AIUDF,0,12th Pass,59,7068281,KARIMGANJ,0,0.0,M
Goutam Malakar,IND,0,8th Pass,30,242000,KARIMGANJ,0,0.0,M
Krishna Das,BJP,0,12th Pass,45,2794334,KARIMGANJ,0,0.0,M
Lalit Mohon Suklabaidya,INC,2,Post Graduate,72,11328972,KARIMGANJ,0,0.0,M
Mohananda Das,IND,0,10th Pass,50,600000,KARIMGANJ,0,0.0,M
Pintu Malakar,IND,0,12th Pass,43,440000,KARIMGANJ,0,0.0,M
Pradip Suklabaidya,IND,0,8th Pass,35,299847,KARIMGANJ,0,0.0,M
Probash Chandra Sarkar,SUCI(C),0,10th Pass,41,30000,KARIMGANJ,0,0.0,M
Rabindra Nath Choudhury,AGP,0,Graduate Professional,74,15546810,KARIMGANJ,0,0.0,M
Rinku Malakar,SP,0,8th Pass,39,533500,KARIMGANJ,13000,0.0,M
Sabuj Das,IND,0,10th Pass,39,332000,KARIMGANJ,0,0.0,M
Sajalendu Malakar,IND,0,10th Pass,39,417000,KARIMGANJ,0,0.0,M
Sanjit Kumar Das,IND,0,10th Pass,39,640607,KARIMGANJ,0,0.0,M
Sujit Mallick,IND,0,10th Pass,40,200042,KARIMGANJ,0,0.0,M
Tarun Kumar Das,AAP,0,10th Pass,61,391000,KARIMGANJ,0,0.0,M
Naba Kumar Sarania,IND,3,12th Pass,45,2155559,KOKRAJHAR,0,0.0,M
Chandan Brahma,BPF,0,Graduate,44,61378388,KOKRAJHAR,26772159,0.0,M
Ranjit Shekhar Mooshahary,AITC,0,Graduate,68,31461513,KOKRAJHAR,0,0.0,M
Sabda Ram Rabha,IND,0,Graduate Professional,45,3607000,KOKRAJHAR,0,0.0,M
Sansuma Khunggur Bwiswmuthiary,IND,0,Graduate,53,21117979,KOKRAJHAR,571917,0.0,M
Urkhao Gwra Brahma,IND,0,12th Pass,51,7766195,KOKRAJHAR,0,0.0,M
Sarbananda Sonowal,BJP,0,Graduate Professional,52,14497515,LAKHIMPUR,0,0.0,M
David Horo,IND,0,10th Pass,36,94000,LAKHIMPUR,0,0.0,M
Dhebor Gohain Boruah,AITC,0,Graduate Professional,57,7878597,LAKHIMPUR,0,0.0,M
Hariprasad Dihingia,AGP,2,10th Pass,44,80659606,LAKHIMPUR,1997168,0.0,M
Hem Kanta Miri,SUCI(C),0,Graduate Professional,32,69500,LAKHIMPUR,0,0.0,M
Hiramoni Deka Sonowal,AAP,0,Doctorate,34,192000,LAKHIMPUR,0,0.0,M
Hrishikesh Baruah,IND,0,Post Graduate,27,9000,LAKHIMPUR,0,0.0,M
Keshab Gogoi,IND,0,Graduate,45,858000,LAKHIMPUR,0,0.0,M
Khairul Islam,IND,0,10th Pass,38,413129,LAKHIMPUR,0,0.0,M
Mamun Imdadul Haque Chawdhury,AIUDF,0,Post Graduate,34,567483,LAKHIMPUR,0,0.0,M
Ranee Narah,INC,0,Graduate,50,88519819,LAKHIMPUR,1118242,0.0,M
Ranjit Singh Gorh,IND,0,Graduate,45,4611700,LAKHIMPUR,0,0.0,M
Tanish Orang,CPI(ML)L,0,8th Pass,45,295642,LAKHIMPUR,0,0.0,M
Pradan Baruah,BJP,0,12th Pass,51,6902227,LAKHIMPUR : BYE ELECTION ON 19-11-2016,3500000,0.0,M
Amiya Kumar Handiqui,CPI(M),0,Post Graduate,62,980500,LAKHIMPUR : BYE ELECTION ON 19-11-2016,0,0.0,M
Dilip Moran,IND,0,12th Pass,49,24362426,LAKHIMPUR : BYE ELECTION ON 19-11-2016,2271126,0.0,M
Dr. Hema Hari Prasanna Pegu,INC,0,Graduate Professional,47,34238440,LAKHIMPUR : BYE ELECTION ON 19-11-2016,3359722,0.0,M
Hem Kanta Miri,SUCI(C),0,Graduate Professional,33,42975,LAKHIMPUR : BYE ELECTION ON 19-11-2016,0,0.0,M
Ramen Deka,BJP,0,Graduate,59,14782357,MANGALDOI,5400953,0.0,M
Aroon Barooa,Regional Democratic Secular Congress,0,Post Graduate,58,732083,MANGALDOI,0,0.0,M
Deba Kumar Barman,AITC,0,Others,42,15202790,MANGALDOI,948237,0.0,M
Kirip Chaliha,INC,0,Post Graduate,59,25799434,MANGALDOI,0,0.0,M
Madhab Rajbangshi,AGP,0,Graduate Professional,58,6779962,MANGALDOI,5480000,0.0,M
Namrata Sarma,AAP,0,Post Graduate,34,219905,MANGALDOI,0,0.0,M
Paresh Baishya,AIUDF,2,Graduate,43,459875,MANGALDOI,0,0.0,M
Ratul Kumar Choudhury,SP,1,Graduate,47,780000,MANGALDOI,80000,0.0,M
Sahadev Das,BPF,0,Post Graduate,49,1036784,MANGALDOI,0,0.0,M
Sahnur Ali,IND,0,10th Pass,53,2001874,MANGALDOI,215000,0.0,M
Shachindra Nath Brahma,IND,0,10th Pass,60,41000,MANGALDOI,0,0.0,M
Swarnalata Chaliha,SUCI(C),0,Post Graduate,38,96500,MANGALDOI,0,0.0,M
Rajen Gohain,BJP,1,Graduate Professional,63,24736544,NOWGONG,5328287,0.0,M
Dipak Kumar Borah,AITC,0,Post Graduate,50,627023,NOWGONG,0,0.0,M
Dr. Aditya Langthasa,AIUDF,0,Doctorate,48,5644731,NOWGONG,301684,0.0,M
Faruk Hazarika,IND,0,5th Pass,42,2408443,NOWGONG,700000,0.0,M
Jonjonali Baruah,INC,0,Graduate,55,41306996,NOWGONG,9937766,0.0,M
Rafiqul Islam,AIFB,0,8th Pass,26,390000,NOWGONG,0,0.0,M
Selima Sultana,IND,0,10th Pass,28,677952,NOWGONG,18404,0.0,M
Smt. Mridula Barkakoty,AGP,0,Post Graduate,53,8081937,NOWGONG,752111,0.0,M
Sushmita Dev,INC,1,Post Graduate,41,87495844,SILCHAR,12008613,0.0,M
Abdul Mannan Barbhuiya,AAP,0,Graduate,56,1042000,SILCHAR,900000,0.0,M
Arunangshu Bhattacharjee,SUCI(C),0,Post Graduate,55,873605,SILCHAR,666567,0.0,M
Bijoy Krishna Nath,AGP,0,Graduate,70,11038641,SILCHAR,0,0.0,M
Jayanta Mallick,IND,1,Graduate,44,777174,SILCHAR,43000,0.0,M
Kabindra Purkayastha,BJP,0,Post Graduate,82,6236945,SILCHAR,130502,0.0,M
Kamal Das,IND,0,5th Pass,39,900802,SILCHAR,0,0.0,M
Kutub Ahmed Mazumder,AIUDF,0,Graduate,74,1249603,SILCHAR,190679,0.0,M
Madhu Sudhan Das,IND,0,12th Pass,48,72053,SILCHAR,0,0.0,M
Nilu Mandol,SHS,0,8th Pass,38,283000,SILCHAR,0,0.0,M
Nirupam Mandal,IND,0,Graduate Professional,31,25500,SILCHAR,0,0.0,M
Rashid Ahmed Laskar,SP,0,12th Pass,28,785000,SILCHAR,0,0.0,M
Rejamond Ali Barbhuiya,CPI(M),0,Graduate Professional,52,1164212,SILCHAR,0,0.0,M
Shuvadip Datta,IND,0,12th Pass,48,6123000,SILCHAR,365707,0.0,M
Sukamal Das,IND,0,8th Pass,28,25000,SILCHAR,0,0.0,M
Upendra Chandra Das,IND,0,8th Pass,44,695001,SILCHAR,0,0.0,M
Wazid Reja Osmani,AITC,0,Doctorate,35,7384788,SILCHAR,0,0.0,M
Ram Prasad Sarmah,BJP,0,Graduate Professional,58,6655300,TEZPUR,0,0.0,M
Bhupen Kumar Borah,INC,0,Post Graduate,43,26084515,TEZPUR,3350225,0.0,M
Elias Kujur,IND,0,Graduate Professional,42,502074,TEZPUR,0,0.0,M
Gopi Chand Shahabadi,AITC,0,Graduate,69,20624119,TEZPUR,3437403,0.0,M
Joseph Toppo,AGP,0,10th Pass,65,3289490,TEZPUR,22904,0.0,M
Khem Raj Chetry,CPI(M),0,12th Pass,55,300100,TEZPUR,0,0.0,M
Lakshi Kanta Kurmi,CPI(ML)L,0,8th Pass,36,106200,TEZPUR,0,0.0,M
Moni Kumar Subba,IND,2,8th Pass,56,3067535137,TEZPUR,1400740132,0.0,M
Rajen Saikia,AIFB,0,10th Pass,54,1318447,TEZPUR,0,0.0,M
Taslim Uddin,RJD,4,Literate,72,42368468,ARARIA,1026919,0.0,M
Abdul Rahman,BSP,0,Literate,29,813848,ARARIA,0,0.0,M
Bidya Nand Paswan,Bahujan Mukti Party,0,12th Pass,61,856973,ARARIA,7000,0.0,M
Chandra Bhushan,AAP,0,Graduate Professional,48,14088067,ARARIA,5025161,0.0,M
Md Aslam Beg,Janta Dal Rashtravadi,1,12th Pass,35,15000,ARARIA,63733,0.0,M
Pankaj Kishor Mandal,IND,2,10th Pass,34,202412,ARARIA,50000,0.0,M
Pradeep Kumar Singh,BJP,4,10th Pass,48,4291479,ARARIA,802182,0.0,M
Rajesh Kumar,Bharat Vikas Morcha,0,10th Pass,46,1475000,ARARIA,50000,0.0,M
Ramanand Rishideo,Lok Dal,0,12th Pass,63,10000,ARARIA,0,0.0,M
Sanjay Kumar Rishidev,CPI(ML)L,1,Literate,32,14175,ARARIA,0,0.0,M
Sarwat Jahre Ansari,Samajwadi Janata Party (Rashtriya),0,Post Graduate,37,296000,ARARIA,0,0.0,M
Syed Alamdar Hussain,IND,0,12th Pass,38,3610000,ARARIA,0,0.0,M
Vijay Kumar Mandal,JD(U),1,10th Pass,51,4326107,ARARIA,0,0.0,M
Sarfaraz Alam,RJD,4,Graduate,49,92292682,ARARIA : BYE ELECTION ON 11-03-2018,3496835,0.0,M
Binit Prakash,IND,0,Graduate Professional,37,637683,ARARIA : BYE ELECTION ON 11-03-2018,533189,0.0,M
Maheshwar Rishi,IND,0,12th Pass,43,338300,ARARIA : BYE ELECTION ON 11-03-2018,115000,0.0,M
Pradeep Kumar Singh,BJP,3,10th Pass,51,4899535,ARARIA : BYE ELECTION ON 11-03-2018,1067704,0.0,M
Prince Victor,JAP(L),2,Graduate,48,2425000,ARARIA : BYE ELECTION ON 11-03-2018,100000,0.0,M
Sudama Singh,Samajwadi Forward Bloc,0,10th Pass,50,7800000,ARARIA : BYE ELECTION ON 11-03-2018,90000,0.0,M
Upendra Sahni,Rashtriya Jansambhavna Party,0,Graduate,46,30575125,ARARIA : BYE ELECTION ON 11-03-2018,0,0.0,M
Raj Kumar Singh,BJP,0,Graduate Professional,61,50403293,ARRAH,0,0.0,M
Ashok Ram,IND,0,12th Pass,41,71051,ARRAH,0,0.0,M
Baijnath Yadav,Bahujan Mukti Party,0,5th Pass,49,6060167,ARRAH,350000,0.0,M
Bharat Bhushan Pandey,Akhil Bharatiya Jan Sangh,0,Doctorate,40,1757000,ARRAH,0,0.0,M
Dr. Surendra Kumar Prasad,AAP,0,Post Graduate,59,12314344,ARRAH,0,0.0,M
Gopal Singh,IND,0,10th Pass,73,2410664,ARRAH,0,0.0,M
Meena,JD(U),0,Graduate,49,90737486,ARRAH,6915766,0.0,M
Raju Yadav,CPI(ML)L,1,Post Graduate,31,491000,ARRAH,0,0.0,M
Ramesh Chandra Badal,BSP,1,Literate,59,726000,ARRAH,0,0.0,M
Shambhu Prasad Sharma,Hindustan Vikas Dal,0,Graduate Professional,61,300000,ARRAH,0,0.0,M
Shankar Dayal Paswan,IND,4,Others,49,1525000,ARRAH,2500,0.0,M
Sri Bhagwan Singh Kushwaha,RJD,1,10th Pass,48,7973528,ARRAH,2039416,0.0,M
Sushil Kumar Singh,BJP,5,Post Graduate,48,127845854,AURANGABAD,7321626,0.0,M
Bagi Kumar Verma,JD(U),0,Graduate,61,32766379,AURANGABAD,1600000,0.0,M
